MFCC_BEGIN

0.412618,2.307023,-1.501974,-1.047870,-1.953010,-0.690047,-1.062147,-4.041905,0.099486,3.970476,2.069571,1.347007,-0.026730

-0.193589,3.660904,-1.483578,-0.594393,-1.800474,-0.714946,-0.956211,-4.604750,-0.471427,3.777165,1.629518,1.156958,0.121927

-0.509120,3.388774,-1.358210,-1.032997,-2.348969,-0.715952,-0.835662,-4.620403,-0.538040,3.826721,1.891874,1.302291,-0.182546

0.585613,2.804888,-1.145298,-0.615770,-1.684317,-0.653656,-1.303896,-4.428506,-0.196932,3.664572,1.707276,1.192013,0.038225

-0.284851,3.298825,-1.860708,-1.056590,-2.109422,-0.839123,-0.520075,-4.090714,-0.150748,4.214499,2.017832,1.289594,0.111877

0.648040,2.307575,-1.501747,-1.048021,-1.953191,-0.690050,-1.061580,-4.042281,0.098706,3.971163,2.068627,1.347626,-0.027191

0.039303,3.661111,-1.482886,-0.594281,-1.799549,-0.715680,-0.955757,-4.604918,-0.471539,3.777465,1.630062,1.156612,0.122069

-0.277761,3.388659,-1.357968,-1.032283,-2.349625,-0.716330,-0.834828,-4.620734,-0.538669,3.827883,1.891930,1.302931,-0.183692

0.816298,2.804388,-1.146352,-0.615890,-1.684777,-0.654430,-1.303385,-4.427547,-0.197751,3.664409,1.707510,1.191669,0.038335

-0.055556,3.297466,-1.860677,-1.056722,-2.109001,-0.839167,-0.521098,-4.090109,-0.151095,4.214438,2.016846,1.290366,0.111648

0.872663,2.308108,-1.501128,-1.047624,-1.953520,-0.689406,-1.061827,-4.042521,0.099176,3.971247,2.069328,1.347394,-0.027591

0.261256,3.662630,-1.482947,-0.593246,-1.799971,-0.714142,-0.956397,-4.606262,-0.470426,3.777943,1.629251,1.157303,0.121601

-0.057362,3.389542,-1.357965,-1.033241,-2.350939,-0.715126,-0.835100,-4.620359,-0.539147,3.827387,1.891051,1.303159,-0.183118

1.037356,2.803103,-1.146394,-0.616705,-1.684922,-0.653935,-1.303774,-4.427318,-0.197235,3.663820,1.707339,1.191680,0.038952

0.163154,3.296216,-1.859826,-1.057084,-2.108096,-0.839471,-0.521491,-4.089060,-0.151706,4.215798,2.016131,1.291211,0.110738

1.087858,2.309886,-1.501895,-1.047359,-1.953432,-0.689900,-1.061215,-4.043286,0.099321,3.970281,2.069469,1.347031,-0.026816

0.475058,3.663181,-1.483212,-0.592373,-1.798773,-0.714757,-0.956605,-4.606104,-0.470434,3.778816,1.629123,1.157092,0.121681

0.155617,3.390396,-1.359494,-1.032562,-2.351047,-0.716009,-0.833655,-4.619892,-0.539860,3.827422,1.890731,1.303657,-0.183108

1.249219,2.802566,-1.146967,-0.617763,-1.685140,-0.654493,-1.303155,-4.427016,-0.197603,3.663191,1.707326,1.191375,0.038952

MFCC_END 98
